id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
2386000070,20141029T000000,4,3.25,4360,91158,1.0,N,0,Average,10,3360,1000,1993,0,98053,47.6398,-121.985,3540,90940,795127.0
1138000450,20141016T000000,4,1.0,1440,7215,1.5,N,0,Average,7,1440,0,1969,0,98034,47.7133,-122.212,1150,7215,355000.0
1775800420,20150202T000000,4,2.25,1960,14834,1.0,N,0,Good,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000,474000.0
2291401425,20140910T000000,5,2.0,1910,5508,1.0,N,0,Average,7,1020,890,1968,0,98133,47.7074,-122.349,1030,7440,485000.0
2025770560,20141103T000000,4,4.25,5710,24663,2.0,N,0,Average,11,5710,0,2007,0,98092,47.3065,-122.158,4060,23847,930000.0
3525069037,20141120T000000,3,2.75,2590,223027,2.0,N,0,Average,9,2590,0,1983,0,98074,47.6145,-122.001,3410,212137,920000.0
9324800450,20141009T000000,3,1.5,2790,6900,1.0,N,2,Average,8,1700,1090,1955,0,98125,47.7328,-122.288,2410,8100,560000.0
8080400136,20140620T000000,3,3.25,1530,1565,2.0,N,0,Average,8,1280,250,2005,0,98122,47.6179,-122.312,1530,1381,654000.0
8651540040,20140718T000000,3,2.25,1920,10961,2.0,N,0,Average,8,1920,0,1981,0,98074,47.6432,-122.057,2000,10706,549000.0
9407001790,20140826T000000,3,1.0,1010,10800,1.0,N,0,Good,7,1010,0,1972,0,98045,47.4483,-121.773,1370,9500,290000.0
1773101530,20141218T000000,1,1.0,520,4800,1.0,N,0,Average,5,520,0,1930,0,98106,47.5533,-122.363,800,4960,275000.0
9432900250,20150309T000000,4,2.75,2420,8438,2.0,N,0,Average,8,2420,0,1997,0,98022,47.2089,-122.011,2270,8770,329990.0
1794500695,20150304T000000,2,1.5,1110,3600,1.0,N,0,Very Good,7,1110,0,1904,0,98119,47.6382,-122.359,1670,5400,750000.0
2220069003,20150223T000000,3,2.75,1360,542322,1.0,N,2,Good,7,1140,220,1955,0,98022,47.2069,-122.024,1700,60548,425000.0
923000120,20150408T000000,3,1.5,2200,7620,1.0,N,0,Good,7,1130,1070,1942,0,98177,47.7263,-122.363,2170,7672,515000.0
5728000060,20140801T000000,3,1.75,1850,8823,1.0,N,0,Good,8,1370,480,1973,0,98008,47.6379,-122.112,1880,7580,605000.0
16000200,20141024T000000,3,2.25,1640,4420,2.0,N,0,Good,7,1640,0,1918,1983,98002,47.31100000000001,-122.21,1230,6632,250000.0
1926059094,20140812T000000,3,1.75,1340,10276,1.0,N,0,Good,7,1340,0,1961,0,98034,47.7207,-122.222,2950,7987,330000.0
6672900220,20150112T000000,4,2.25,2390,12292,1.0,N,0,Very Good,9,2390,0,1962,0,98040,47.5528,-122.221,2870,12337,984000.0
3629860060,20150312T000000,5,4.25,3920,5823,2.0,N,0,Average,9,3000,920,2000,0,98029,47.5492,-122.008,3000,5297,827500.0
1822069109,20140910T000000,3,2.5,2540,51836,1.0,N,0,Good,8,1820,720,1976,0,98042,47.389,-122.088,1650,51836,485000.0
6675500105,20140729T000000,3,2.0,1160,7217,1.0,N,0,Average,7,1160,0,1969,0,98034,47.7279,-122.227,1870,9104,306000.0
249000180,20141201T000000,4,4.25,4285,9345,2.0,N,0,Average,10,4285,0,2013,0,98004,47.6332,-122.199,1570,8994,1890000.0
226059065,20140903T000000,3,2.25,2260,54014,1.0,N,0,Average,7,1450,810,1962,0,98072,47.7657,-122.131,2140,44431,514000.0
396100110,20140516T000000,2,1.0,830,6017,1.0,N,0,Good,6,830,0,1954,0,98133,47.7466,-122.334,1340,6040,282613.0
9264450460,20140603T000000,5,2.75,2481,4045,2.0,N,0,Average,8,2481,0,2014,0,98001,47.2602,-122.284,2363,4175,309000.0
7853361210,20150218T000000,3,2.0,1650,5027,1.5,N,0,Average,7,1650,0,2009,0,98065,47.515,-121.874,2430,6000,400000.0
9474700020,20140503T000000,3,1.0,1010,9945,1.0,N,0,Good,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710,310000.0
421000455,20150502T000000,3,1.0,1360,5840,1.0,N,0,Good,5,1360,0,1953,0,98056,47.4945,-122.166,1250,6708,253200.0
3755200220,20140718T000000,4,2.0,1650,9305,1.0,N,0,Good,6,1650,0,1960,0,98034,47.7183,-122.213,1860,7486,334009.0
7960100075,20150325T000000,3,2.0,1540,3600,1.0,N,0,Average,7,890,650,1994,0,98122,47.6103,-122.296,1540,3600,500000.0
9477100490,20150424T000000,3,1.75,1510,7700,1.0,N,0,Average,7,1510,0,1968,0,98034,47.7283,-122.194,1440,7416,441500.0
9138100350,20150218T000000,4,2.0,2290,6000,1.5,N,3,Very Good,7,2290,0,1900,0,98115,47.6807,-122.318,2000,3150,685000.0
1624049275,20140812T000000,4,2.5,1630,5361,2.0,N,0,Average,7,1630,0,1999,0,98144,47.5704,-122.294,1920,5046,327000.0
2770606890,20140807T000000,4,1.75,1520,5250,1.0,N,0,Average,6,1520,0,1949,0,98199,47.6581,-122.39,1530,5250,450000.0
1157200189,20140514T000000,3,3.5,2100,12384,2.0,N,0,Average,9,2100,0,1980,0,98188,47.4687,-122.263,2400,7776,356000.0
2770601800,20141024T000000,3,1.75,1560,6000,1.0,N,0,Average,6,780,780,1944,0,98199,47.6501,-122.384,1560,1734,525000.0
9301300805,20141215T000000,3,2.5,1300,1590,2.0,N,0,Average,8,1100,200,2014,0,98109,47.6384,-122.343,1070,1223,675000.0
2325069032,20140731T000000,5,4.25,4720,18741,2.0,N,0,Average,11,3210,1510,2005,0,98053,47.6347,-122.013,3880,37328,875000.0
1021079099,20141106T000000,3,2.5,1990,20466,1.5,N,0,Good,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,345000.0
7215730040,20140515T000000,4,3.0,3150,9130,2.0,N,0,Average,9,3150,0,2001,0,98075,47.5974,-122.017,2970,6228,695000.0
1853200080,20140619T000000,2,1.0,1620,9205,1.0,N,0,Very Good,6,850,770,1921,0,98034,47.7119,-122.23,2460,5469,350000.0
3224600340,20141013T000000,4,2.5,2790,6540,2.0,N,0,Average,9,2790,0,1999,0,98074,47.6087,-122.016,2790,6270,695000.0
3222049120,20150123T000000,4,3.0,2320,13068,2.0,N,2,Average,8,2320,0,1998,0,98198,47.3497,-122.317,2220,25265,400000.0
2113700025,20150409T000000,2,1.0,1129,3840,1.0,N,0,Average,7,1129,0,1953,0,98106,47.5313,-122.351,1300,3880,330000.0
7893207925,20141022T000000,3,1.5,1290,7100,1.0,N,0,Average,6,1290,0,1954,0,98198,47.4227,-122.332,1300,7183,265000.0
3586501085,20140808T000000,4,2.5,2290,26720,2.0,N,0,Average,8,2290,0,1977,0,98177,47.7502,-122.374,2290,26720,630000.0
8024200010,20141028T000000,2,1.0,1460,6000,1.0,N,0,Fair,7,1260,200,1925,0,98115,47.7009,-122.317,1580,6380,312000.0
7116500705,20150129T000000,2,1.0,920,5889,1.0,N,0,Good,6,920,0,1950,0,98002,47.3012,-122.218,1210,6180,156000.0
1598600209,20141020T000000,6,2.5,3080,8163,1.0,N,0,Average,7,1580,1500,1985,0,98030,47.3859,-122.221,1850,8658,300000.0
7204200025,20141028T000000,4,2.5,3120,49456,2.0,Y,4,Good,9,2590,530,1974,1989,98198,47.3535,-122.323,2030,32181,1225000.0
4206901505,20150326T000000,2,1.0,1120,4000,1.0,N,0,Average,7,1120,0,1926,0,98105,47.6567,-122.327,1620,4000,465000.0
2937300440,20140908T000000,4,2.5,3600,6055,2.0,N,0,Average,9,3600,0,2014,0,98052,47.7053,-122.126,3590,6050,923990.0
7205000180,20150417T000000,4,2.25,2000,10374,2.0,N,1,Good,7,2000,0,1967,0,98023,47.3342,-122.34,2170,10374,320000.0
8718500665,20140724T000000,3,1.0,1610,11250,1.0,N,0,Average,7,1090,520,1975,0,98028,47.7391,-122.256,2040,10692,375000.0
5318101765,20140602T000000,3,1.75,1670,5400,2.0,N,0,Very Good,8,1670,0,1912,0,98112,47.635,-122.284,2100,5400,985000.0
4122700020,20140710T000000,5,2.0,2310,13430,1.5,N,0,Good,8,2310,0,1966,0,98004,47.6395,-122.203,2810,13906,850000.0
8078700020,20140603T000000,3,2.25,1800,43647,1.0,N,0,Good,8,1800,0,1976,0,98072,47.7757,-122.132,2480,25608,474900.0
3303980680,20150228T000000,4,3.5,3430,13609,2.0,N,0,Average,11,3430,0,2001,0,98059,47.5196,-122.151,3880,11614,997000.0
8924100372,20150423T000000,4,3.5,3590,5334,2.0,N,2,Average,9,3140,450,2006,0,98115,47.6763,-122.267,2100,6250,1302000.0
2781270210,20150224T000000,2,2.0,1180,3003,2.0,N,0,Average,6,1180,0,2005,0,98038,47.3491,-122.02,1310,3003,209900.0
519000043,20140714T000000,3,2.5,1640,3804,2.0,N,0,Average,8,1640,0,1998,0,98122,47.6103,-122.3,1440,3230,602000.0
3225069301,20140612T000000,4,2.5,5730,44947,2.0,N,4,Average,11,4280,1450,1991,0,98074,47.6052,-122.064,3310,17628,1228000.0
151000075,20150206T000000,3,2.5,2160,3920,2.0,N,0,Average,9,2160,0,2014,0,98116,47.5762,-122.415,1500,4920,856000.0
2297400020,20140902T000000,3,2.25,1790,7125,1.0,N,0,Average,7,1220,570,1974,0,98034,47.7184,-122.226,2040,7950,392000.0
6617500085,20150422T000000,4,2.5,2900,5760,1.0,N,0,Good,8,1660,1240,1959,0,98118,47.55,-122.272,2250,6098,500000.0
104510180,20150211T000000,3,2.25,1500,7210,1.0,N,0,Average,7,1150,350,1984,0,98023,47.3124,-122.352,1500,7210,230000.0
3528900060,20140626T000000,3,2.5,2490,4000,2.0,N,0,Very Good,8,1670,820,1918,0,98109,47.6403,-122.35,2310,4000,1145000.0
3345100286,20150219T000000,4,2.5,3270,24750,1.0,N,0,Good,8,1690,1580,1979,0,98056,47.5221,-122.178,1520,13480,560000.0
1226039130,20141009T000000,3,2.25,1980,7200,1.0,N,0,Average,8,1300,680,1964,0,98177,47.7625,-122.36,1820,8250,355000.0
8712100720,20140815T000000,3,2.0,2090,5015,1.5,N,0,Very Good,7,2090,0,1920,0,98112,47.6378,-122.301,1930,4250,785000.0
3037200010,20150305T000000,2,2.25,1180,2090,2.0,N,0,Average,7,1180,0,2004,0,98122,47.6032,-122.31,1550,2812,447500.0
3626039268,20140516T000000,1,1.0,1140,6700,1.5,N,0,Average,7,1140,0,1920,0,98103,47.6958,-122.357,1350,6700,540000.0
104510230,20141119T000000,3,2.0,1540,7210,2.0,N,0,Good,7,1540,0,1984,0,98023,47.3128,-122.351,1500,7210,252000.0
5112800060,20140606T000000,4,1.75,2050,94525,1.0,N,0,Good,7,1250,800,1959,0,98058,47.4492,-122.084,2270,47480,455000.0
6072400280,20140619T000000,4,2.5,2270,9247,1.0,N,0,Very Good,8,1500,770,1972,0,98006,47.5602,-122.176,2270,9163,619850.0
5317100570,20141215T000000,3,2.5,2070,4944,2.0,N,0,Average,9,2070,0,1930,0,98112,47.6256,-122.284,3300,6179,1250000.0
9528102993,20141229T000000,3,1.5,1580,1228,3.0,N,0,Average,8,1580,0,2014,0,98115,47.6765,-122.32,1580,3605,495000.0
2919201095,20150327T000000,3,1.0,1270,3840,1.5,N,0,Average,7,1270,0,1926,0,98103,47.6896,-122.357,1270,4175,540000.0
6181400920,20150430T000000,3,2.5,1830,4997,2.0,N,0,Average,7,1830,0,2004,0,98001,47.3035,-122.283,2488,4998,286651.0
185000161,20141015T000000,3,1.0,1780,7800,1.0,N,0,Average,7,1060,720,1957,0,98178,47.4932,-122.263,1450,7800,261000.0
8691400010,20150327T000000,4,3.25,3330,7809,2.0,N,0,Average,9,3330,0,2004,0,98075,47.5977,-121.976,3100,6465,830000.0
3345700165,20141202T000000,3,2.25,2530,27227,2.0,N,0,Average,8,2530,0,1987,0,98056,47.527,-122.193,2160,30192,450000.0
6151800486,20140718T000000,2,1.0,1270,19602,1.0,N,0,Average,6,1270,0,1977,0,98010,47.3375,-122.048,1270,17699,260000.0
4340000080,20150327T000000,4,3.5,2820,7809,2.0,N,0,Average,10,2820,0,1995,0,98004,47.622,-122.195,2630,7904,1450000.0
4136960010,20150327T000000,5,3.5,3480,12821,2.0,N,2,Average,10,2890,590,2004,0,98092,47.2641,-122.215,3400,9870,480000.0
3634100030,20150109T000000,4,2.0,1830,5220,1.5,N,0,Average,7,1830,0,1951,0,98118,47.5331,-122.278,1760,5757,270000.0
1624059224,20140618T000000,4,3.5,4680,9700,2.0,N,0,Average,10,3360,1320,2005,0,98006,47.5703,-122.165,2800,12343,1160000.0
2788400090,20140807T000000,3,1.0,1700,7700,1.0,N,0,Average,7,1120,580,1960,0,98168,47.5114,-122.318,1700,8800,250000.0
9828200762,20140628T000000,2,1.0,1050,2542,1.0,N,0,Average,7,880,170,1904,0,98122,47.6172,-122.298,1620,1809,650000.0
7524400250,20141124T000000,3,2.0,2080,12094,2.0,N,0,Good,8,2080,0,1982,0,98052,47.7035,-122.164,2230,12204,589950.0
3528000290,20140609T000000,4,2.5,2610,33206,2.0,N,0,Average,10,2610,0,1988,0,98053,47.6662,-122.057,2870,28295,743700.0
5700003630,20140630T000000,5,4.25,4830,8050,2.5,N,2,Good,11,3710,1120,1914,0,98144,47.5789,-122.286,4470,9194,1925000.0
2720069019,20141103T000000,3,1.75,1120,98445,1.5,N,2,Good,7,1120,0,1917,0,98022,47.1853,-122.017,1620,34200,316000.0
7227501170,20140626T000000,4,2.0,1330,5926,1.0,N,0,Good,5,1330,0,1942,0,98056,47.496,-122.19,1150,5485,235867.0
2397101270,20150126T000000,3,2.0,1420,3600,1.5,N,0,Good,7,1420,0,1904,0,98119,47.6367,-122.364,1250,3600,716000.0
6792100090,20140914T000000,4,2.5,2620,10489,2.0,N,0,Average,9,2620,0,1990,0,98052,47.6732,-122.143,2430,7701,683000.0
2770602265,20150224T000000,3,2.0,1430,4200,1.0,N,0,Good,7,830,600,1908,0,98199,47.6462,-122.384,1540,5000,345000.0
3971700937,20140827T000000,3,1.75,1260,7500,1.0,N,0,Average,6,840,420,1947,0,98155,47.772,-122.323,1340,7500,270000.0
422049203,20141024T000000,3,1.5,1330,6540,1.0,N,0,Average,7,900,430,1971,0,98188,47.4239,-122.292,1400,11500,239000.0
3076500830,20141029T000000,1,1.0,710,6000,1.5,N,0,Average,6,710,0,2015,0,98144,47.5756,-122.316,1440,4800,385195.0
1423400260,20150402T000000,3,1.75,2050,9045,2.0,N,0,Good,6,2050,0,1959,0,98058,47.4572,-122.18,1200,9045,273000.0
9161100795,20150506T000000,3,1.0,1240,5758,1.5,N,0,Good,6,960,280,1910,0,98116,47.5675,-122.396,1460,5750,476900.0
3126049052,20150318T000000,4,1.75,2040,6348,1.0,N,0,Average,7,1020,1020,1962,0,98103,47.6964,-122.336,1770,5047,551000.0
5100401468,20140715T000000,2,1.0,1110,5413,1.0,N,0,Average,6,890,220,1937,0,98115,47.6925,-122.32,1300,5413,448000.0
514500235,20141020T000000,3,1.5,1040,10323,1.0,N,0,Good,7,1040,0,1958,0,98005,47.5882,-122.155,1580,7200,411100.0
1423200170,20140612T000000,2,1.0,910,9869,1.0,N,0,Average,6,910,0,1957,0,98058,47.4572,-122.184,1480,9750,223000.0
1402100070,20140801T000000,5,3.0,2240,19090,1.0,N,0,Good,8,1700,540,1968,0,98058,47.4416,-122.149,2280,20000,335500.0
624110020,20140925T000000,3,3.0,3460,13129,2.0,N,0,Average,9,2560,900,1988,0,98077,47.7315,-122.058,3460,12568,730000.0
2407000145,20150120T000000,3,1.0,1140,8775,1.0,N,0,Average,6,990,150,1942,0,98146,47.4824,-122.336,1300,8775,197200.0
1890000225,20140620T000000,6,1.75,2380,4080,2.0,N,0,Average,8,2380,0,1917,0,98105,47.6629,-122.325,2030,4080,725000.0
1320069271,20140612T000000,3,2.0,2080,11375,1.0,N,0,Average,8,2080,0,2002,0,98022,47.214,-121.993,1080,12899,342500.0
5490700085,20140911T000000,5,2.0,1750,8220,1.0,N,0,Average,7,1750,0,1956,0,98155,47.7694,-122.321,1210,6760,340000.0
263000155,20140505T000000,3,2.0,1410,6030,1.5,N,0,Good,7,1410,0,1930,0,98103,47.6994,-122.347,1410,6300,418000.0
3726800201,20150417T000000,3,1.75,2160,4000,1.0,N,0,Average,7,1080,1080,1953,0,98144,47.5721,-122.309,1260,3200,410000.0
5153200358,20141029T000000,5,1.75,2460,16000,1.0,N,0,Average,7,1230,1230,1957,0,98023,47.3305,-122.351,1990,16000,240000.0
2725079018,20140509T000000,4,3.25,3540,159430,2.0,N,0,Average,9,3540,0,2007,0,98014,47.6285,-121.899,1940,392040,800000.0
7165700200,20140605T000000,3,3.0,1390,1080,2.0,N,0,Average,7,1140,250,2006,0,98118,47.5323,-122.281,1450,1081,275000.0
9429000170,20150326T000000,4,2.5,2410,7950,2.0,N,0,Average,8,2410,0,1997,0,98034,47.7185,-122.226,1920,7713,617950.0
8718500075,20141117T000000,3,1.5,1300,8280,1.0,N,0,Very Good,7,1300,0,1956,0,98028,47.7403,-122.256,1570,8692,396000.0
1760650950,20150423T000000,3,2.5,1950,3825,2.0,N,0,Average,7,1950,0,2013,0,98042,47.3588,-122.082,1950,3825,309000.0
1068000559,20141003T000000,4,1.75,3720,8448,1.0,N,3,Good,9,1960,1760,1947,0,98199,47.6425,-122.406,2540,7064,1275000.0
4113800500,20150212T000000,3,2.5,2490,7589,2.0,N,0,Average,9,2490,0,1991,0,98056,47.5355,-122.179,2500,10386,572500.0
4077800507,20140821T000000,4,3.0,2120,5520,1.5,N,0,Average,8,1420,700,1985,0,98125,47.7085,-122.286,2020,8700,518500.0
2725069150,20140817T000000,3,2.5,2830,9680,2.0,N,0,Average,10,2830,0,1991,0,98074,47.6249,-122.024,2970,8691,710000.0
4008400035,20141015T000000,5,3.25,4410,58157,2.0,N,0,Good,9,2330,2080,2001,0,98058,47.4395,-122.111,2460,42565,600000.0
7016310270,20150410T000000,4,2.5,2220,7210,1.0,N,0,Average,7,1270,950,1973,0,98011,47.7428,-122.183,2220,7313,467000.0
1432701230,20140729T000000,3,1.0,1280,9656,1.0,N,0,Good,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,309000.0
3278606050,20150401T000000,3,3.5,1710,2212,2.0,N,0,Average,7,1400,310,2013,0,98126,47.5459,-122.368,1580,2212,362500.0
2473350710,20141027T000000,4,1.75,2330,8364,1.0,N,0,Good,8,2330,0,1968,0,98058,47.4568,-122.146,2180,9630,390000.0
2185000685,20141124T000000,2,1.0,840,4200,1.0,N,0,Average,5,840,0,1938,0,98108,47.5292,-122.316,830,5000,208417.0
7792000025,20150211T000000,3,1.0,3180,27586,1.0,N,0,Average,8,1400,1780,1969,0,98022,47.1986,-121.967,2180,27586,340000.0
6868200029,20140929T000000,3,1.75,2260,8512,1.0,N,0,Average,7,1130,1130,1948,0,98125,47.7129,-122.304,2240,8040,467500.0
624069003,20150102T000000,4,2.75,2970,59677,1.0,N,2,Good,8,1610,1360,1973,0,98075,47.5953,-122.08,2930,42489,829000.0
7431500280,20141110T000000,4,3.0,3060,50002,1.0,N,2,Good,8,2460,600,1957,0,98008,47.6205,-122.096,2740,16181,959750.0
3296000040,20140923T000000,3,2.5,1990,15985,1.0,N,0,Average,8,1540,450,1964,0,98007,47.6205,-122.141,2470,10125,542000.0
1118001215,20150204T000000,3,2.5,3420,8700,1.0,N,0,Average,9,2890,530,1951,0,98112,47.6352,-122.29,3370,8700,2250000.0
6453900040,20140714T000000,5,2.5,2990,7500,1.0,N,2,Average,9,1800,1190,1972,0,98177,47.7707,-122.369,2800,9860,575000.0
333100209,20150318T000000,3,1.75,2330,16300,2.0,N,0,Average,9,2330,0,1964,0,98034,47.7037,-122.24,2330,16300,690000.0
34001765,20150325T000000,3,3.25,2230,5460,1.0,N,1,Good,8,1430,800,1977,0,98136,47.53,-122.388,2070,5600,699950.0
8946700100,20141208T000000,4,2.5,2720,7043,2.0,N,0,Average,9,2720,0,2003,0,98092,47.3315,-122.169,2640,6958,408500.0
5561401210,20150108T000000,4,3.0,3680,35736,1.5,N,0,Good,8,2320,1360,1970,0,98027,47.4703,-122.015,3210,39512,595000.0
6671900095,20140527T000000,3,1.75,1320,6205,1.0,N,0,Very Good,7,1320,0,1948,0,98133,47.7412,-122.343,1210,6205,313000.0
3275850020,20150413T000000,4,2.5,2590,8571,2.0,N,0,Average,9,2590,0,1988,0,98052,47.691,-122.105,2360,8155,781000.0
3876300600,20141212T000000,4,1.75,1610,11305,1.0,N,0,Average,7,1610,0,1968,0,98034,47.727,-122.176,1870,11850,371000.0
1450900020,20141003T000000,3,2.0,1610,8416,1.0,N,0,Average,7,1610,0,1994,0,98031,47.397,-122.187,1600,8308,268000.0
8562780280,20150220T000000,2,2.25,1240,720,2.0,N,0,Average,7,1150,90,2008,0,98027,47.5322,-122.072,1260,810,331000.0
7663700973,20140522T000000,3,2.25,1347,1292,3.0,N,0,Average,7,1347,0,2010,0,98125,47.7306,-122.291,1480,1865,321000.0
2126049032,20140905T000000,3,1.75,1330,9417,1.0,N,0,Very Good,6,710,620,1936,0,98125,47.7231,-122.301,1690,7937,375000.0
1823059159,20150506T000000,2,1.0,850,5000,1.0,N,0,Average,5,850,0,1907,0,98055,47.4874,-122.207,910,4815,298000.0
3438503426,20150406T000000,3,1.5,970,5488,1.0,N,0,Average,7,970,0,1976,0,98106,47.5366,-122.359,1040,5488,209500.0
9297301495,20150203T000000,3,2.5,2160,3738,2.0,N,0,Average,8,2160,0,1994,0,98126,47.5661,-122.375,1500,4000,440000.0
7140700850,20150326T000000,4,2.5,2560,5428,2.0,N,0,Average,8,2560,0,2012,0,98042,47.3835,-122.095,2620,5428,350000.0
7942601805,20140911T000000,3,2.5,2340,3630,2.0,N,0,Average,9,2340,0,1998,0,98122,47.6059,-122.307,1820,5120,618000.0
2555900030,20141107T000000,3,1.0,1520,8870,1.5,N,0,Good,7,1520,0,1951,0,98155,47.7638,-122.317,1520,7800,320000.0
2887970040,20150408T000000,2,2.5,1720,3132,2.0,N,0,Average,8,1720,0,1999,0,98042,47.3728,-122.157,1740,4220,234950.0
7419700010,20140707T000000,5,2.0,2800,17788,1.0,N,0,Good,8,1400,1400,1963,0,98033,47.6719,-122.163,1760,18282,665000.0
2239000011,20150127T000000,4,2.0,1530,7816,1.0,N,0,Average,7,1530,0,1955,0,98133,47.7309,-122.332,1480,7816,500000.0
9283800050,20140819T000000,2,1.5,1750,19709,1.5,N,0,Good,8,1440,310,1978,0,98010,47.3351,-122.044,1950,21075,575000.0
9407001340,20140522T000000,3,2.0,1110,10500,1.0,N,0,Very Good,7,1110,0,1978,0,98045,47.4456,-121.773,1230,10395,320000.0
217500140,20140513T000000,5,2.5,3400,8970,1.0,N,0,Good,8,1700,1700,1959,0,98133,47.7358,-122.335,1890,8475,464000.0
7212660520,20150326T000000,4,2.0,1600,6861,1.0,N,0,Average,7,1600,0,1994,0,98003,47.2701,-122.313,1870,7455,280000.0
3298201170,20141110T000000,3,1.0,940,7811,1.0,N,0,Average,6,940,0,1959,0,98008,47.6195,-122.118,1180,7490,350000.0
3057000400,20140708T000000,2,1.5,1090,2686,2.0,N,0,Average,7,1090,0,1982,0,98034,47.717,-122.19,1160,2158,249000.0
6865200444,20140505T000000,2,3.0,1270,1175,2.0,N,0,Average,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800,531000.0
6071600340,20141113T000000,3,2.25,1840,8400,1.0,N,0,Average,8,1290,550,1961,0,98006,47.5497,-122.172,2110,8400,472800.0
6821600005,20150403T000000,4,1.75,2120,5400,1.0,N,0,Good,8,1060,1060,1941,0,98199,47.6501,-122.395,2052,6000,710000.0
1235100371,20140717T000000,5,2.75,3550,9600,2.0,N,0,Average,7,3550,0,1960,0,98033,47.6766,-122.186,3370,9600,580000.0
7796450340,20141205T000000,4,2.5,2980,5674,2.0,N,0,Average,8,2980,0,2003,0,98023,47.277,-122.347,2610,5495,330000.0
3603000410,20141208T000000,2,1.0,730,6000,1.0,N,0,Average,6,730,0,1950,1985,98198,47.3832,-122.3,1750,7200,174950.0
9297300255,20140716T000000,3,3.0,2110,4000,1.0,N,2,Good,7,1110,1000,1965,0,98126,47.5696,-122.375,1730,4000,565000.0
9126100850,20141120T000000,5,2.0,2280,3600,2.0,N,0,Average,7,2280,0,1992,0,98122,47.6056,-122.305,1740,1800,534000.0
2770601462,20150423T000000,3,2.5,1810,1750,2.0,N,0,Average,7,1350,460,1997,0,98199,47.6513,-122.386,1640,1563,503500.0
2599001500,20140712T000000,3,1.75,1420,7920,1.0,N,0,Good,7,1420,0,1962,0,98092,47.2931,-122.188,1420,7920,235000.0
1102000095,20140805T000000,4,2.5,3220,5120,2.0,N,0,Average,9,2420,800,2000,0,98118,47.5434,-122.27,1770,7680,558000.0
1853080640,20140514T000000,5,4.5,3810,8019,2.0,N,0,Average,10,3810,0,2008,0,98074,47.5915,-122.058,3390,7713,966000.0
9551201585,20140701T000000,6,2.75,2630,9420,2.0,N,0,Very Good,9,2510,120,1900,0,98103,47.6695,-122.337,1540,4969,1297000.0
